transaction_amount,recipient_is_new_payee,hours_since_last_login,time_of_day,is_first_payment_to_recipient,deviation_from_avg_transaction_zscore,num_payments_today,account_age_days,is_international,is_fraud
24.36,0,75.47,22,0,-1.354,0,808.4,1,0
56.95,1,3.23,17,0,0.258,1,1154.9,0,0
219.29,0,11.28,15,0,0.477,0,2276.6,0,0
77.78,0,1.74,11,0,-0.11,1,692.9,0,0
237.94,0,22.3,15,0,-0.431,2,1282.9,0,0
35.29,0,9.95,19,0,-0.123,1,1120.5,0,0
162.5,0,29.21,18,0,0.594,0,1813.7,0,0
38.31,0,3.32,5,0,-0.968,2,675.3,0,0
80.76,0,5.51,13,0,0.56,2,1206.8,0,0
80.17,0,25.86,19,0,0.255,2,1508.5,0,0
117.01,0,1.61,19,0,-0.209,2,1273.3,0,0
82.53,0,7.29,15,0,-0.174,2,1434.3,0,0
35.58,0,13.22,15,0,0.049,1,827.9,0,0
140.93,0,8.05,16,0,1.327,1,1089.2,0,0
290.59,0,20.92,11,1,0.278,0,1650.5,0,0
40.6,1,9.11,20,0,-0.754,3,437.5,0,0
14.01,0,9.83,11,0,-0.348,1,835.8,0,0
101.94,0,26.87,17,1,-0.916,1,651.5,0,0
50.32,0,55.34,17,0,-1.512,0,637.1,0,0
59.65,0,0.67,11,0,-0.93,0,1134.3,0,0
106.99,0,31.05,17,0,0.096,1,1124.8,0,0
45.24,0,22.96,18,0,1.019,0,853.0,0,0
53.06,0,39.73,0,1,0.797,1,1055.0,0,0
61.25,0,3.68,14,1,-0.924,0,948.7,0,0
232.59,0,23.57,14,0,-0.638,1,400.1,0,0
68.41,0,9.18,8,0,-0.751,0,537.2,0,0
23.33,1,14.68,14,0,-2.065,0,1284.9,0,0
24.13,0,3.48,16,0,-0.134,0,597.9,0,0
75.06,0,9.0,14,0,0.643,4,846.3,0,0
25.53,0,34.32,5,0,-0.202,0,1175.2,0,0
17.67,0,31.5,14,1,-1.014,2,1118.4,0,0
114.46,0,9.64,12,0,-0.676,3,714.0,0,0
119.32,0,31.95,22,0,-0.263,2,980.1,0,0
48.77,0,26.41,12,0,0.616,1,831.1,0,0
85.59,0,14.22,10,1,-0.146,2,921.5,0,0
78.25,0,27.66,8,0,0.508,1,1784.9,0,0
111.28,0,34.74,18,0,-0.065,1,1202.6,0,0
111.5,0,0.71,12,0,0.189,3,921.1,0,0
7.28,0,10.95,13,0,-0.752,1,991.8,0,0
54.36,0,4.3,17,0,-0.549,1,292.2,0,0
103.57,0,9.78,10,0,-1.005,1,2807.0,0,0
47.05,0,13.68,10,1,0.481,0,1641.0,0,0
68.77,0,7.01,12,0,-0.233,2,805.2,0,0
126.23,0,29.97,15,0,-2.878,0,391.6,0,0
71.43,0,0.31,10,0,0.385,0,824.3,0,0
240.26,0,31.11,14,0,0.779,0,1515.9,0,0
173.81,0,30.58,16,0,-0.649,1,1437.3,0,0
60.29,0,10.48,10,0,0.384,4,972.8,0,0
56.35,0,6.37,13,0,-0.168,2,2071.8,0,0
5.91,0,62.63,11,0,-1.694,0,887.9,0,0
50.53,0,3.63,12,1,1.562,0,848.0,0,0
21.11,0,1.38,12,0,-0.163,2,1172.2,1,0
80.48,0,7.92,18,0,0.161,1,680.7,0,0
75.94,0,9.11,18,1,-0.5,1,758.7,0,0
120.48,1,27.12,10,0,-0.236,3,1296.0,0,0
218.58,0,6.41,19,0,0.129,0,645.4,0,0
65.21,0,24.36,8,0,-0.834,2,1172.0,0,0
463.29,0,3.39,12,0,1.355,0,1467.9,0,0
81.25,0,4.87,9,0,0.671,0,809.3,0,0
1073.02,1,5.71,4,1,2.328,4,86.3,0,1
21.9,0,7.63,8,0,0.413,1,880.5,0,0
41.36,1,16.84,14,0,-0.113,0,1027.5,0,0
48.58,0,17.37,15,0,-0.609,1,644.6,0,0
376.16,1,3.97,3,1,2.562,6,55.9,0,1
110.31,0,15.13,14,0,0.824,2,795.7,0,0
29.81,0,11.89,12,0,0.489,1,459.8,0,0
51.77,0,48.85,17,0,-0.32,0,582.1,0,0
58.16,1,9.72,13,0,-0.868,1,934.1,1,0
955.61,1,3.26,17,1,2.555,2,69.9,1,1
45.56,1,0.69,14,0,-1.261,3,1135.1,0,0
132.91,0,5.66,13,0,0.023,0,1139.1,0,0
115.02,0,7.76,10,0,-0.199,2,714.5,0,0
179.75,0,1.19,15,1,0.948,0,720.7,0,0
50.33,0,17.28,13,1,0.794,0,765.5,0,0
185.33,0,18.95,11,1,0.031,1,972.3,0,0
20.92,0,17.45,13,0,-0.065,1,580.1,0,0
20.49,0,14.05,18,0,-0.922,1,424.6,0,0
23.77,0,2.68,10,0,0.849,1,1041.3,0,0
67.21,0,15.54,13,0,-0.045,0,734.3,0,0
185.31,0,4.61,12,0,0.484,0,1142.4,0,0
39.97,0,49.41,12,0,0.941,2,2117.6,0,0
44.47,0,5.15,20,0,-0.452,0,746.8,0,0
55.5,0,1.58,19,0,-0.662,1,1183.2,0,0
108.52,0,10.65,8,0,1.975,1,332.1,1,0
44.43,0,3.44,12,0,0.476,3,811.8,0,0
42.38,0,53.45,18,0,-0.223,0,1013.6,0,0
21.25,0,25.88,8,0,0.992,0,301.1,0,0
41.02,0,41.57,14,0,-0.247,1,1697.7,0,0
181.43,0,33.38,9,0,0.26,2,656.3,0,0
72.04,0,2.14,14,0,-0.455,1,1374.3,0,0
35.56,0,10.79,16,0,-0.014,0,1226.9,0,0
190.7,0,0.81,15,0,-0.219,0,1871.8,0,0
40.55,0,11.44,14,0,-0.602,0,334.5,0,0
222.95,0,28.76,16,0,0.194,0,1086.0,0,0
219.88,0,34.36,14,0,-0.511,2,918.8,0,0
69.94,0,4.26,15,0,0.461,0,286.9,1,0
18.66,0,16.28,8,0,-0.244,1,883.7,1,0
466.88,0,0.05,8,0,-1.376,0,837.7,0,0
92.68,0,7.7,9,0,0.497,2,513.2,0,0
50.64,0,11.29,14,0,0.51,1,856.7,0,0
150.31,0,25.51,12,0,1.803,1,819.4,0,0
572.33,1,4.88,1,1,3.187,4,52.7,0,1
121.14,0,2.13,2,0,0.014,2,749.1,0,0
203.22,0,13.49,13,0,0.147,1,1102.0,0,0
37.98,0,0.05,19,0,0.383,1,1312.0,0,0
87.42,1,25.64,12,1,0.816,0,660.4,0,0
24.34,0,24.41,13,0,0.766,1,898.0,0,0
117.49,0,5.27,18,0,0.255,0,1849.1,0,0
65.4,0,14.36,17,0,-0.026,2,893.3,0,0
84.68,0,30.5,16,0,0.674,1,650.3,0,0
58.89,0,7.2,19,0,-0.06,2,551.6,0,0
53.87,0,4.84,15,0,-1.031,1,1200.7,0,0
31.88,0,9.3,19,0,-1.201,1,675.7,0,0
130.56,0,31.43,15,0,-0.235,1,613.8,0,0
236.57,0,48.67,14,0,0.096,0,1165.1,0,0
41.55,0,78.41,22,0,1.978,2,475.9,0,0
106.75,0,0.33,13,0,-0.096,0,1134.5,0,0
96.29,0,2.78,10,0,0.037,1,565.4,0,0
67.15,1,9.5,4,0,-0.323,2,616.6,0,0
18.22,0,15.24,15,0,0.495,2,469.0,0,0
22.06,0,5.19,15,0,0.224,1,631.4,0,0
34.34,0,19.66,9,0,-0.511,1,1523.4,0,0
10.82,0,6.31,17,0,-0.809,0,2688.8,0,0
220.7,0,14.08,16,0,-0.322,0,861.9,0,0
91.15,0,0.9,14,0,-0.675,1,791.7,0,0
65.01,0,18.27,13,0,-0.185,1,1317.2,0,0
10.36,0,16.8,14,0,0.113,2,1143.3,0,0
14.15,0,15.42,14,0,-0.401,2,1440.5,0,0
66.55,0,24.71,13,0,1.164,1,1094.0,0,0
355.99,0,6.69,18,0,0.928,0,1530.3,0,0
36.82,0,12.36,9,0,-0.184,1,1066.8,0,0
138.97,0,15.36,12,0,-0.771,2,1850.5,0,0
44.35,0,52.51,12,0,-0.024,0,1300.1,0,0
69.89,0,19.74,9,0,-0.107,1,1774.3,0,0
187.26,0,24.4,22,0,-0.05,0,792.9,0,0
49.7,1,7.91,6,0,-0.318,0,844.4,1,0
37.09,0,16.14,17,0,-0.84,1,1034.2,0,0
222.6,0,14.19,12,0,0.028,1,395.0,0,0
69.32,0,34.47,11,0,-0.281,0,1061.2,0,0
168.6,1,5.65,12,0,-0.21,1,916.8,0,0
37.25,0,7.61,16,0,0.075,3,959.6,0,0
220.45,0,1.21,11,1,-0.055,1,832.6,0,0
84.15,0,10.72,8,0,0.058,0,1030.7,0,0
96.5,0,72.56,13,0,-0.318,3,757.7,0,0
74.58,0,25.21,13,0,0.288,0,1504.0,0,0
43.4,0,9.86,14,0,-0.574,3,1267.7,0,0
66.59,0,1.06,3,0,-0.87,0,1037.0,0,0
45.78,0,4.95,18,0,-0.712,1,422.0,0,0
150.75,0,5.71,15,0,-0.541,1,393.2,0,0
56.11,0,42.83,9,0,-1.03,2,961.3,0,0
18.69,0,0.41,19,0,-1.354,0,594.0,0,0
16.0,0,12.35,14,0,0.403,0,1195.8,0,0
15.37,0,3.6,14,0,1.019,2,297.4,0,0
112.76,0,4.04,11,0,0.446,1,1990.8,1,0
25.06,1,101.85,17,1,-0.386,0,504.1,0,0
86.06,0,4.54,18,0,-1.373,2,1445.3,0,0
74.9,0,31.71,16,0,0.154,0,816.1,1,0
63.12,0,43.95,8,0,-1.286,1,411.1,0,0
96.8,0,14.35,12,0,-0.069,2,845.7,0,0
76.29,0,109.07,18,1,-0.64,1,1690.7,0,0
6.66,0,10.17,13,0,-1.824,1,810.1,0,0
50.65,0,7.26,8,0,1.184,2,1624.0,0,0
95.71,0,5.07,11,0,-1.005,4,930.6,0,0
268.87,1,8.48,13,0,-0.285,3,1255.7,0,0
279.64,0,17.47,8,0,-0.103,0,698.3,0,0
20.93,0,20.39,17,0,-0.376,1,315.0,0,0
49.54,0,9.69,12,0,0.372,1,628.5,0,0
17.62,0,40.34,17,0,-0.593,2,521.7,0,0
242.72,1,0.44,18,0,0.306,0,1040.3,0,0
157.74,0,20.8,18,0,0.255,0,1162.0,0,0
89.84,0,24.14,18,0,-1.102,3,836.3,0,0
76.8,0,34.39,13,0,0.189,0,667.9,0,0
215.62,1,21.75,10,0,-0.843,2,1828.9,0,0
186.72,0,31.92,9,0,-0.933,1,932.8,0,0
178.46,0,5.08,15,0,0.232,1,1112.7,0,0
98.32,0,9.88,9,0,-0.327,0,753.0,0,0
49.56,0,15.37,10,0,0.298,0,420.6,0,0
128.0,0,12.02,18,0,0.305,2,618.8,0,0
133.44,0,3.84,11,0,-1.142,2,902.4,0,0
56.71,0,16.07,12,0,0.592,2,462.0,0,0
49.47,0,71.11,11,0,0.228,1,1199.7,0,0
174.74,0,14.45,9,0,-0.469,1,914.6,0,0
274.38,0,3.88,19,0,-0.109,0,866.4,0,0
35.27,0,8.46,15,0,0.615,2,316.9,0,0
53.31,0,11.9,7,0,-0.256,1,898.9,0,0
89.86,0,2.04,9,0,1.692,0,993.7,0,0
100.85,0,4.39,9,0,1.193,1,580.3,0,0
42.78,0,32.58,10,0,0.093,1,725.7,0,0
330.63,0,5.71,18,0,-0.182,1,984.7,0,0
95.47,0,75.16,10,0,-0.148,0,604.2,0,0
104.76,0,17.09,19,0,-0.481,1,718.7,0,0
297.39,0,33.6,17,0,0.1,0,646.1,0,0
45.53,0,12.01,17,0,0.55,3,1173.0,0,0
61.86,0,85.21,11,0,-1.08,1,1468.2,0,0
22.98,0,4.58,9,0,0.514,0,996.4,0,0
57.6,0,5.39,10,0,0.747,2,795.2,0,0
18.81,0,10.99,18,0,0.458,1,1256.9,1,0
125.92,1,3.13,13,0,-0.104,1,413.7,1,0
95.3,0,7.44,12,0,0.425,1,889.5,0,0
52.69,1,5.61,10,1,1.039,0,440.0,0,0
61.23,0,12.96,12,0,-0.047,2,1504.6,0,0
127.39,1,3.59,12,1,0.019,2,675.3,0,0
25.4,0,14.29,16,0,1.706,1,1109.9,0,0
79.32,1,6.4,19,0,0.246,1,1296.6,1,0
120.85,0,1.62,13,0,-0.806,1,979.2,0,0
14.66,0,12.63,12,0,0.698,2,610.1,0,0
119.37,0,23.16,13,0,0.322,1,720.4,0,0
16.07,0,27.15,10,0,-0.524,0,1180.9,0,0
60.34,0,7.6,8,0,-0.883,1,1169.4,0,0
24.81,1,20.36,10,0,0.191,2,948.3,0,0
225.1,0,3.62,8,0,-0.048,1,352.3,0,0
24.94,0,7.57,8,0,-0.995,1,485.8,0,0
16.4,0,10.15,10,0,-0.071,2,876.6,1,0
74.69,0,17.88,18,0,-0.121,0,661.5,0,1
46.92,1,39.3,10,0,-0.05,1,536.8,0,0
18.56,0,29.02,16,0,0.393,2,3026.9,0,0
104.27,0,22.54,9,0,-1.41,0,407.1,0,0
12.27,0,25.5,13,0,-0.89,0,540.2,0,0
27.64,0,26.36,5,0,-0.39,1,2219.0,0,0
40.9,0,3.64,14,0,1.061,0,1024.9,0,0
131.88,0,28.83,17,0,1.894,0,1174.7,0,0
200.57,0,7.47,11,0,0.004,0,816.8,0,0
170.27,0,2.21,16,0,0.036,2,1386.8,0,0
58.54,0,20.14,12,0,-1.955,1,1127.6,0,0
8.47,0,17.93,13,0,0.724,0,983.2,0,0
92.97,0,38.97,11,0,0.36,3,992.7,0,0
232.76,1,11.03,19,0,0.227,1,632.0,0,0
190.32,1,6.35,17,0,-0.997,0,613.7,0,0
98.84,1,35.61,13,0,1.584,3,1015.5,0,0
24.26,0,1.96,16,0,1.216,2,1316.7,0,0
42.67,0,3.43,18,0,0.235,4,1540.6,0,0
345.07,0,14.46,11,0,0.794,1,1222.9,0,0
20.0,0,0.07,11,0,0.041,0,1620.6,1,0
25.14,1,11.22,17,0,0.657,1,1504.5,1,0
148.59,0,20.24,11,0,-1.046,0,851.6,0,0
46.22,0,7.49,9,0,-1.819,1,1793.9,0,0
24.42,1,31.25,15,0,-1.016,0,925.9,0,0
244.39,0,1.87,16,0,-0.645,0,897.7,0,0
98.68,0,6.59,15,0,-0.515,4,1178.3,0,0
48.21,0,11.52,9,0,0.358,1,1539.0,0,0
25.18,0,21.38,13,0,-0.206,4,682.2,0,0
380.05,0,1.98,10,0,-0.023,2,923.8,0,0
65.31,0,37.52,14,0,-0.948,2,848.0,0,0
218.71,0,9.27,10,0,-1.017,0,582.7,0,0
142.54,0,50.03,11,0,0.033,2,681.2,0,0
42.83,0,11.0,18,0,-0.434,1,595.9,0,0
43.12,0,17.68,19,0,0.004,1,1152.4,0,0
228.01,0,27.82,11,0,0.436,1,829.8,0,0
231.17,0,5.62,15,0,1.312,0,768.8,0,0
13.53,0,18.98,12,0,-0.016,0,1093.7,0,0
106.41,0,14.76,10,0,1.451,2,1106.7,0,0
60.16,0,1.75,9,0,0.325,0,1505.0,0,0
27.71,0,30.25,18,0,0.552,0,343.5,0,0
83.3,0,0.91,22,0,0.842,1,1370.9,0,0
21.18,0,31.41,13,0,0.576,1,566.7,0,0
44.86,0,4.88,10,0,-0.641,1,1058.7,0,0
33.83,1,24.96,0,1,0.866,0,546.1,0,0
43.61,1,19.54,9,0,-0.299,0,1216.1,0,0
62.76,0,49.48,12,1,0.241,0,705.8,0,0
28.13,0,14.44,12,0,0.106,2,1135.3,0,0
253.97,0,28.81,14,0,0.915,1,654.1,0,0
101.42,0,22.9,10,0,0.314,2,398.1,0,0
306.55,1,3.59,9,0,-1.109,1,663.9,0,0
58.2,0,17.5,10,0,1.673,1,1107.2,0,0
41.83,0,9.61,14,0,0.668,1,820.6,0,0
297.27,0,12.95,15,0,-0.44,0,1279.4,0,0
40.8,0,4.85,0,0,-0.91,3,873.6,0,0
57.31,0,1.21,19,1,0.759,1,1035.1,0,0
122.98,0,6.47,17,0,-0.815,0,436.9,0,0
23.29,0,20.93,3,0,0.641,0,1109.2,1,0
122.07,0,2.76,17,0,0.855,1,1343.3,0,0
109.49,0,4.4,22,0,-0.52,0,341.6,0,0
196.16,0,46.25,16,0,-0.591,0,495.1,1,0
142.1,0,87.84,5,0,-0.376,2,1919.4,0,0
201.34,0,7.82,16,0,-0.791,1,1016.3,0,0
60.71,0,4.03,15,0,0.184,0,828.1,0,0
32.03,0,5.31,15,0,0.298,0,779.1,0,0
400.81,0,24.95,16,0,0.582,2,231.4,0,0
18.22,0,0.39,8,0,-0.667,0,1207.5,0,0
19.84,0,21.7,14,0,0.672,2,805.0,0,0
107.81,0,16.95,9,0,-0.79,3,947.4,0,0
265.4,0,1.26,19,0,0.672,0,1350.1,0,0
78.34,0,47.64,19,0,-1.189,4,870.0,0,0
155.93,0,10.88,9,0,1.254,1,1463.4,0,0
12.23,0,6.88,18,0,-0.417,0,403.5,0,0
43.61,1,6.37,13,0,0.479,0,1078.6,0,0
13.56,0,17.36,16,0,0.543,1,716.4,0,0
129.46,0,57.85,15,0,-1.016,0,1098.7,0,0
17.9,0,21.74,9,0,0.668,1,822.0,0,0
22.51,0,8.99,18,0,-0.441,1,1509.1,0,0
103.23,0,16.78,8,0,-0.245,0,1243.0,0,0
164.44,0,4.5,17,0,-0.536,1,728.4,0,0
58.26,0,43.49,15,0,1.291,1,700.7,0,0
108.27,0,83.2,19,1,-0.936,0,1072.1,0,0
105.33,0,14.87,15,0,0.344,2,848.1,0,0
55.53,1,5.93,15,0,-0.499,0,1004.0,0,0
26.3,1,3.26,18,0,0.873,2,1163.8,0,0
107.79,0,91.77,1,0,1.857,2,1365.6,0,1
112.3,0,40.84,9,0,-0.504,2,792.2,0,0
142.58,0,47.08,17,0,0.112,3,609.3,1,0
86.94,0,0.14,18,0,-0.308,2,1517.3,0,0
24.7,1,14.18,16,0,0.83,0,1349.1,0,0
119.92,0,20.58,9,0,-0.199,0,1107.2,0,0
66.61,0,42.47,4,0,0.724,1,1198.0,0,0
44.24,0,32.24,5,0,-0.318,1,894.8,0,0
51.91,0,4.1,16,0,1.795,1,1181.3,0,0
37.09,0,26.94,19,0,-1.753,1,1631.7,0,0
141.96,0,12.1,8,0,0.301,0,573.1,0,0
19.98,0,45.68,9,0,-0.008,0,640.0,0,0
28.66,0,4.57,1,0,-0.037,0,1245.9,0,0
50.43,0,32.91,17,0,0.228,3,304.2,0,0
262.88,0,0.46,17,0,0.047,1,1675.6,0,0
163.39,0,20.5,10,0,0.175,0,1826.5,0,0
172.08,0,2.08,23,1,3.765,6,152.0,1,1
16.53,0,86.48,15,0,0.326,0,611.7,0,0
210.32,0,45.01,17,0,1.399,0,616.0,0,0
209.98,1,0.1,9,0,-2.212,4,220.9,0,0
24.58,0,59.77,11,0,1.478,2,609.1,0,0
7.82,0,17.56,11,0,2.048,0,919.4,0,0
62.72,0,3.48,14,0,-1.401,1,386.4,0,0
173.13,0,4.69,11,0,0.038,3,1411.9,0,0
257.9,0,15.08,12,0,1.097,0,1366.3,0,0
31.81,0,4.98,2,0,0.735,2,1023.5,0,0
295.65,0,43.04,7,0,1.341,2,712.1,0,0
10.04,0,23.21,16,0,0.298,0,667.4,0,0
48.77,0,50.42,15,0,-1.626,4,1216.6,0,0
46.78,0,18.11,18,0,1.044,0,1549.7,0,0
177.59,0,25.98,14,0,0.508,2,709.5,0,0
201.05,0,6.22,16,0,1.173,0,1570.5,0,0
150.07,0,6.51,12,0,-1.227,2,1117.3,0,0
21.16,0,6.74,12,0,-0.973,0,1589.8,0,0
138.83,0,3.09,12,0,0.013,1,792.0,0,0
102.79,0,3.14,19,1,1.066,0,499.5,0,0
16.11,0,23.23,13,0,1.289,2,1590.5,0,0
11.51,0,2.97,18,0,-0.581,1,681.6,0,0
161.14,0,5.93,11,0,-0.325,0,1427.0,0,0
57.22,0,20.22,5,0,2.298,2,305.9,0,0
22.37,0,2.11,11,0,-0.442,1,943.2,0,0
55.87,0,9.45,12,0,0.54,0,1122.7,0,0
90.87,0,1.03,18,0,-0.361,1,1017.5,0,0
62.15,0,16.39,16,0,0.38,2,1026.8,0,0
17.83,0,0.7,13,0,-0.693,1,883.2,0,0
331.2,1,0.05,12,0,-0.67,3,850.2,0,0
156.58,0,16.02,17,0,-0.297,1,1075.4,0,1
50.15,0,30.54,9,0,-0.436,0,1528.6,0,0
51.89,0,1.36,18,0,-0.243,0,679.9,0,0
90.52,0,25.99,15,0,0.421,1,1241.4,0,0
25.53,0,22.49,11,0,1.512,1,507.2,0,0
87.73,1,4.89,14,0,-0.472,0,1160.7,0,0
21.52,0,7.32,19,0,-0.791,1,743.2,0,0
62.81,0,31.59,12,0,0.008,0,629.5,0,0
24.7,0,75.32,12,0,-0.681,1,1065.2,0,0
25.78,1,25.85,19,0,-1.308,1,1639.3,0,0
270.12,1,17.66,12,0,0.851,0,586.4,0,0
70.13,0,35.29,18,0,0.064,1,531.1,0,0
79.54,0,16.66,18,0,0.143,1,938.1,0,0
12.07,0,6.93,14,0,-1.542,1,642.0,0,0
40.15,0,20.92,8,0,-0.468,1,952.5,0,0
98.69,0,30.87,23,0,-1.133,1,787.5,0,0
78.65,0,0.4,11,0,-0.016,0,534.6,0,0
10.69,1,27.17,8,0,0.107,0,684.5,0,0
79.52,0,34.81,17,0,0.107,0,1435.1,0,0
158.84,1,0.81,4,1,2.876,1,110.1,0,1
91.07,0,19.14,15,0,-0.534,1,830.3,0,0
198.58,0,39.96,13,0,-0.682,1,920.6,0,0
38.21,0,34.49,17,0,-0.155,0,629.9,0,0
9.92,0,22.76,4,0,0.286,2,1061.9,0,0
28.58,0,8.54,14,0,-0.463,1,1266.0,0,0
26.25,0,0.35,12,0,-0.75,1,986.6,0,0
124.74,0,28.26,8,0,-0.716,1,812.8,0,0
6.62,0,4.69,14,0,-0.527,1,1365.3,0,0
45.55,0,22.22,9,1,-0.362,3,935.3,0,0
224.06,0,36.17,6,0,-0.879,1,1512.1,0,0
67.1,0,9.21,10,0,-0.356,1,1191.7,0,0
142.86,0,2.65,10,0,0.989,2,803.7,0,0
16.52,0,6.91,21,0,-0.236,0,444.8,0,0
17.09,1,22.65,17,0,-0.991,2,1206.0,0,0
226.25,0,6.18,13,0,-1.807,0,1516.2,1,0
72.68,0,2.5,15,0,1.469,0,576.8,0,0
72.8,1,4.88,4,0,0.911,1,894.6,0,0
25.78,0,29.03,17,0,0.228,0,1200.0,0,0
72.65,0,7.04,14,0,0.93,1,806.7,0,0
25.18,1,10.92,19,0,0.422,2,941.5,0,0
182.88,0,6.38,18,0,-0.061,3,1774.9,0,0
677.67,0,22.36,11,0,-0.992,2,1054.9,0,0
100.62,0,21.27,13,0,1.527,2,642.0,0,0
38.87,0,2.91,19,0,-0.35,2,934.6,0,0
7.74,0,5.73,9,0,-0.306,1,941.7,0,0
15.93,1,0.3,5,0,0.03,1,581.4,0,0
250.04,0,17.43,14,0,0.044,1,2079.7,0,0
27.8,0,35.17,7,0,0.46,1,270.7,0,0
48.66,0,30.15,19,0,0.368,1,447.8,0,0
116.4,0,17.39,12,0,-0.461,3,574.5,0,0
235.08,0,16.16,9,0,0.021,1,449.9,0,0
56.28,0,73.59,12,0,0.434,0,372.7,0,0
47.28,0,1.55,9,0,-0.53,1,1776.6,0,1
70.87,0,5.47,16,0,1.157,2,1233.7,0,0
39.12,0,28.54,14,0,-0.016,2,1392.7,0,0
40.95,1,25.51,17,0,1.279,1,782.3,0,0
94.64,0,14.12,12,0,-1.114,2,1547.9,0,0
78.06,0,7.63,19,0,0.524,2,1206.3,0,0
408.24,0,19.29,18,0,-0.712,0,766.6,0,0
96.84,0,22.21,18,0,-0.508,0,1148.5,0,0
177.41,1,7.5,3,0,0.724,0,475.5,0,0
26.83,0,21.14,10,0,-0.183,1,1070.4,0,0
104.21,0,14.61,5,0,2.078,2,858.5,0,0
36.07,0,16.77,5,0,0.414,1,1767.0,0,0
93.33,0,8.95,18,0,-0.557,1,1439.9,0,0
119.73,0,25.2,17,0,0.416,1,471.1,0,0
69.57,0,15.5,15,0,-0.19,1,604.2,0,0
516.06,1,3.78,18,0,0.666,1,2121.5,0,0
224.48,0,11.26,0,0,-0.237,0,780.6,0,0
181.39,0,7.68,10,0,0.325,1,465.5,0,0
127.69,0,0.05,11,0,0.159,2,1260.7,0,0
298.53,0,26.19,18,0,0.063,0,1650.3,0,0
19.66,0,5.42,15,0,0.833,4,842.3,0,0
213.74,0,7.15,11,0,-1.443,1,1130.7,0,0
28.72,0,2.45,18,0,0.078,4,898.3,1,0
41.28,0,7.99,17,0,-0.561,0,1268.3,0,0
107.47,0,12.12,8,0,-1.079,0,640.8,0,0
190.23,0,16.38,10,0,-0.67,1,1033.6,0,0
25.01,0,16.46,12,1,-0.496,0,1423.0,0,0
43.14,0,18.9,8,0,-0.188,1,767.6,0,0
72.45,0,3.66,19,0,0.27,1,1375.6,0,0
56.92,0,19.4,10,0,0.434,0,1240.1,0,0
137.82,0,25.6,12,0,-0.327,1,528.6,0,0
1237.12,0,7.09,16,0,1.268,1,651.6,0,0
95.24,0,9.44,8,0,-0.297,1,1309.5,0,0
35.7,0,33.64,15,0,-1.557,0,648.0,0,0
22.15,0,24.09,9,0,-0.276,1,275.4,0,0
50.58,0,74.03,18,0,0.038,1,997.0,1,0
29.99,0,26.72,16,0,-2.618,0,963.6,0,0
99.23,0,0.27,12,0,0.966,2,1278.3,0,0
97.93,0,2.93,5,0,-0.079,2,1594.2,0,0
44.98,0,24.45,9,0,-0.922,1,966.4,0,0
360.4,1,1.61,9,0,-0.768,2,1083.0,0,0
35.69,0,2.4,8,0,0.609,1,453.6,0,0
60.25,0,7.32,10,0,0.707,0,789.9,0,0
114.81,0,20.37,16,0,-0.519,1,2379.3,0,0
142.34,0,23.33,14,0,-1.084,1,1186.8,0,0
197.54,0,7.88,14,0,0.105,1,1622.8,0,0
95.99,0,7.71,16,0,0.252,2,786.7,1,0
162.92,0,0.4,1,0,0.452,2,731.5,0,0
37.89,0,27.89,9,0,-0.451,1,722.1,0,0
145.53,0,1.98,16,0,-0.098,3,1403.5,0,0
143.89,1,16.21,13,0,0.016,1,856.3,0,0
241.28,0,6.96,15,0,0.773,0,446.3,0,0
16.15,0,33.76,6,0,1.063,2,891.3,0,0
30.84,0,4.21,9,0,1.281,0,739.8,0,0
134.25,1,30.05,8,0,1.042,1,1442.4,1,0
7.0,0,5.86,23,0,1.451,0,2063.8,0,0
101.31,0,33.07,10,0,0.811,1,453.2,0,0
164.16,1,10.09,10,0,-0.471,2,1204.6,0,0
40.86,0,7.38,19,0,1.227,1,1534.9,0,0
46.26,0,0.3,17,0,-1.101,0,1310.0,0,0
26.76,0,5.71,7,0,1.892,0,735.5,0,0
42.81,0,1.94,13,0,-0.78,2,816.6,0,0
43.87,0,19.77,11,0,0.71,1,950.7,1,0
37.32,1,17.72,12,0,1.155,0,678.0,0,0
35.62,0,10.55,18,0,0.367,3,1038.8,0,0
52.97,0,4.5,12,0,-1.64,1,1672.4,0,0
52.42,0,3.82,15,0,-0.758,1,1197.2,0,0
328.0,0,77.14,9,0,0.285,0,394.8,0,0
47.7,0,30.54,19,1,0.508,1,900.0,0,0
89.35,0,23.22,15,0,-0.143,2,1966.4,0,0
40.84,0,6.31,19,0,0.059,0,638.6,0,0
1209.6,1,4.18,2,1,4.081,4,254.8,1,1
40.4,0,5.6,11,0,-1.175,1,1308.4,0,0
15.66,0,8.08,15,0,1.419,1,530.2,0,0
17.54,0,49.7,11,0,-0.302,0,1192.3,0,0
23.9,0,14.5,13,0,0.631,1,817.0,0,0
77.96,0,6.79,11,0,1.123,2,1769.2,0,0
166.46,0,1.0,9,0,-0.924,1,1764.1,0,0
14.6,0,28.99,13,0,0.102,1,461.5,0,0
1282.78,1,2.18,1,1,3.273,5,187.3,0,1
41.82,0,20.71,14,0,0.222,3,888.0,0,0
20.87,1,18.51,9,0,-0.206,0,778.9,0,0
53.27,0,8.47,12,0,0.742,3,1292.2,0,0
166.4,1,9.05,9,0,-0.534,2,2442.1,0,0
45.61,0,11.03,11,0,0.044,1,863.9,0,0
