sme_id,month,monthly_inflow,monthly_outflow,overdraft_days_used,late_supplier_payments,inflow_volatility_3m,cash_runway_months,distressed_within_6_months
SME-127,7,53163.96,36909.45,2,2,0.1159,4.6,0
SME-127,8,58973.33,48222.25,1,1,0.0448,4.93,0
SME-127,9,51559.78,36122.56,2,0,0.0584,5.44,0
SME-127,10,44940.02,29931.01,0,0,0.1106,5.76,0
SME-127,11,64208.7,52908.94,4,0,0.1492,5.38,0
SME-127,12,80613.42,62430.18,0,0,0.2305,4.98,0
SME-128,1,16666.69,11602.69,2,0,0.1134,6.06,0
SME-128,2,16594.86,11079.74,1,1,0.0022,6.33,0
SME-128,3,21284.3,14383.44,1,0,0.1207,6.65,0
SME-128,4,19674.78,13958.53,2,0,0.1014,6.16,0
SME-128,5,20232.29,16410.24,2,0,0.0327,7.02,0
SME-128,6,21869.29,15922.75,0,0,0.0452,7.33,0
SME-128,7,21423.07,13919.48,2,0,0.0326,6.23,0
SME-128,8,19250.17,15002.28,1,0,0.0549,6.09,0
SME-128,9,21215.05,14301.84,0,0,0.0475,6.37,0
SME-128,10,23090.96,16674.9,3,0,0.074,6.08,0
SME-128,11,24697.37,17995.26,1,2,0.0619,6.69,0
SME-128,12,19734.8,12719.73,4,0,0.0919,5.41,0
SME-129,1,53675.93,39911.61,0,1,0.0862,13.86,0
SME-129,2,32588.39,24057.45,2,2,0.2445,14.68,0
SME-129,3,42221.45,41623.32,3,3,0.2013,13.34,0
SME-129,4,41533.18,33257.58,3,0,0.1131,13.8,0
SME-129,5,45377.57,39031.6,2,0,0.0389,14.29,0
SME-129,6,45663.35,38113.57,4,0,0.0426,13.58,0
SME-129,7,49683.5,36602.76,3,1,0.0419,14.05,0
SME-129,8,38950.75,26538.53,2,0,0.0989,13.54,0
SME-129,9,42527.16,34854.74,1,0,0.1021,13.89,0
SME-129,10,42831.72,25745.0,1,0,0.0425,13.09,0
SME-129,11,39647.57,27979.57,0,1,0.0344,14.09,0
SME-129,12,37944.54,27307.11,1,1,0.0505,13.67,0
SME-130,1,31817.23,30934.33,0,1,0.1289,5.02,0
SME-130,2,26136.18,25763.19,0,0,0.098,4.44,0
SME-130,3,29807.13,22518.81,1,1,0.0804,5.78,0
SME-130,4,26937.88,26215.89,3,1,0.057,5.31,0
SME-130,5,39900.49,33174.8,2,0,0.1726,5.22,0
SME-130,6,41406.76,37288.4,1,1,0.18,5.04,0
SME-130,7,34668.94,32012.59,2,0,0.0747,4.93,0
SME-130,8,32975.87,33055.9,0,0,0.1002,6.41,0
SME-130,9,36658.13,30573.82,2,0,0.0433,4.64,0
SME-130,10,36182.97,40294.62,2,2,0.0464,4.71,0
SME-130,11,29917.73,24555.69,0,1,0.0897,4.87,0
SME-130,12,28846.76,28166.5,0,1,0.1022,4.98,0
SME-131,1,36697.55,23948.98,2,0,0.0996,6.99,0
SME-131,2,44892.61,35667.52,1,1,0.1004,7.44,0
SME-131,3,37512.26,30321.6,0,0,0.0928,7.15,0
SME-131,4,34039.14,25407.72,0,1,0.1166,6.94,0
SME-131,5,54297.22,38404.98,3,1,0.2109,6.06,0
SME-131,6,40140.49,34284.74,2,1,0.1981,6.63,0
SME-131,7,37627.3,24184.02,0,1,0.1667,7.27,0
SME-131,8,35684.88,23021.45,1,1,0.0482,6.88,0
SME-131,9,44531.05,28189.21,3,0,0.0966,6.68,0
SME-131,10,38941.18,30788.72,3,1,0.092,7.57,0
SME-131,11,42769.59,30702.57,0,0,0.0555,6.96,0
SME-131,12,42674.71,36302.03,3,1,0.043,6.79,0
SME-132,1,39627.92,35221.66,1,0,0.0555,11.9,0
SME-132,2,30263.31,25655.88,0,1,0.134,12.57,0
SME-132,3,30105.88,21009.2,0,1,0.1336,12.11,0
SME-132,4,28713.96,23808.62,0,1,0.0234,11.83,0
SME-132,5,31584.33,30746.16,2,1,0.0389,12.63,0
SME-132,6,36181.1,30790.54,3,0,0.0956,11.79,0
SME-132,7,33565.86,32085.53,2,1,0.0557,11.87,0
SME-132,8,26603.47,20875.34,1,2,0.1259,11.78,0
SME-132,9,30576.94,25457.81,1,0,0.0943,12.02,0
SME-132,10,27006.68,19774.99,1,1,0.0636,12.86,0
SME-132,11,27054.9,22302.53,2,0,0.0593,11.04,0
SME-132,12,37918.92,30873.79,0,0,0.1674,12.44,0
SME-133,1,37838.05,33075.84,1,1,0.1465,8.51,0
SME-133,2,27110.62,19889.65,2,0,0.1652,8.93,0
SME-133,3,28416.96,21803.55,1,0,0.1536,8.58,0
SME-133,4,30503.54,27267.7,1,2,0.0487,9.56,0
SME-133,5,28777.41,23237.1,2,0,0.0312,8.46,0
SME-133,6,24412.45,19972.04,3,0,0.0919,8.48,0
SME-133,7,25941.96,24486.75,0,1,0.0686,8.6,0
SME-133,8,33983.73,27116.53,0,1,0.1493,7.86,0
SME-133,9,31179.79,25409.06,0,1,0.1097,8.68,0
SME-133,10,24444.23,17495.58,1,2,0.134,8.53,0
SME-133,11,32460.94,29484.44,2,0,0.1198,9.63,0
SME-133,12,37570.61,31983.0,1,1,0.1716,8.62,0
SME-134,1,95685.92,96874.43,0,0,0.129,7.81,0
SME-134,2,103797.53,101267.69,0,0,0.0407,9.51,0
SME-134,3,81161.13,72747.62,3,2,0.1001,9.5,0
SME-134,4,73641.97,81480.64,4,0,0.1487,7.93,0
SME-134,5,80205.68,72981.21,1,0,0.0427,8.82,0
SME-134,6,79219.47,68415.37,2,1,0.0372,8.46,0
SME-134,7,84414.7,69444.44,0,1,0.0277,8.61,0
SME-134,8,86965.33,101382.71,0,1,0.0386,8.32,0
SME-134,9,108108.74,115852.38,1,0,0.114,8.43,0
SME-134,10,89667.28,92050.21,1,2,0.099,7.65,0
SME-134,11,100266.24,89237.29,1,0,0.0761,8.0,0
SME-134,12,87132.43,77355.51,0,0,0.0616,8.2,0
SME-135,1,26293.31,19221.85,0,0,0.1615,10.73,0
SME-135,2,20070.69,18654.52,0,1,0.1342,11.86,0
SME-135,3,20120.78,16102.74,0,0,0.1318,11.59,0
SME-135,4,19889.09,14757.33,0,1,0.005,11.9,0
SME-135,5,17965.43,14715.36,2,0,0.05,11.76,0
SME-135,6,16773.92,14389.68,2,0,0.0705,11.16,0
SME-135,7,21804.82,16147.14,0,1,0.1139,11.55,0
SME-135,8,17380.95,15521.25,2,2,0.1202,12.02,0
SME-135,9,22173.51,18680.87,0,0,0.1065,11.85,0
SME-135,10,20484.67,15035.44,1,0,0.0992,10.28,0
SME-135,11,17545.41,17649.84,0,1,0.0953,11.42,0
SME-135,12,17665.34,14011.11,1,1,0.0732,10.93,0
SME-136,1,25826.63,23534.19,0,1,0.0851,9.49,0
SME-136,2,24650.81,17121.99,1,2,0.0233,9.81,0
SME-136,3,24775.61,18751.47,1,0,0.021,9.74,0
SME-136,4,26240.27,19418.83,3,0,0.0286,10.03,0
SME-136,5,29348.46,24226.62,3,1,0.0712,10.29,0
SME-136,6,19342.96,13974.9,2,0,0.1674,8.29,0
SME-136,7,23387.12,20090.7,3,0,0.171,10.3,0
SME-136,8,22470.34,15764.02,0,0,0.0797,8.86,0
SME-136,9,26352.1,21358.8,2,1,0.0688,9.91,0
SME-136,10,26158.87,18286.02,1,0,0.0715,9.14,0
SME-136,11,28791.38,20647.66,2,0,0.0442,9.36,0
SME-136,12,31572.35,23383.22,2,1,0.0766,9.11,0
SME-137,1,41581.95,26207.35,1,0,0.1732,10.18,0
SME-137,2,28374.48,18025.71,7,1,0.1888,10.1,0
SME-137,3,39561.26,25596.07,1,1,0.1591,10.38,0
SME-137,4,48506.83,37724.5,1,1,0.2122,10.09,0
SME-137,5,38139.14,31124.75,1,1,0.1091,10.69,0
SME-137,6,45233.71,37500.38,1,0,0.0984,10.31,0
SME-137,7,40923.35,26665.43,3,0,0.0704,10.24,0
SME-137,8,39604.68,27432.66,1,0,0.0573,10.14,0
SME-137,9,33303.02,22617.77,0,0,0.0876,9.45,0
SME-137,10,44218.76,32152.47,5,2,0.1146,10.91,0
SME-137,11,35108.81,24738.46,0,0,0.1272,11.02,0
SME-137,12,37920.88,28597.84,2,0,0.0975,10.04,0
SME-138,1,28680.65,25630.63,3,2,0.0536,10.31,0
SME-138,2,25198.41,24049.7,0,1,0.0646,11.05,0
SME-138,3,27229.23,27525.63,4,0,0.0528,10.54,0
SME-138,4,28483.3,25109.5,1,0,0.0502,11.1,0
SME-138,5,23516.74,18271.36,0,0,0.0798,10.67,0
SME-138,6,31840.42,34658.63,0,1,0.1223,10.64,0
SME-138,7,27732.02,20662.46,2,0,0.1227,10.22,0
SME-138,8,29695.6,27106.86,3,1,0.0564,10.82,0
SME-138,9,35968.24,25544.72,1,2,0.1128,9.64,0
SME-138,10,31826.0,28587.41,0,1,0.0801,10.43,0
SME-138,11,30188.92,24698.91,1,1,0.0745,10.73,0
SME-138,12,29934.69,29180.2,1,1,0.0273,10.62,0
SME-139,1,26761.3,21105.42,1,0,0.115,5.79,0
SME-139,2,21409.57,21486.64,2,0,0.1111,4.99,0
SME-139,3,25594.5,23845.64,3,0,0.0934,4.43,0
SME-139,4,24010.93,19802.09,2,0,0.0729,5.41,0
SME-139,5,26871.88,22714.66,2,0,0.0459,4.61,0
SME-139,6,24537.92,19297.84,2,1,0.0495,4.54,0
SME-139,7,21679.23,17927.25,1,1,0.0872,5.19,0
SME-139,8,23299.54,18912.15,0,1,0.0505,4.13,0
SME-139,9,25329.28,18425.58,3,0,0.0637,5.11,0
SME-139,10,27787.39,28857.51,3,0,0.072,4.66,0
SME-139,11,29101.08,26924.42,2,1,0.057,5.36,0
SME-139,12,25894.77,20282.74,0,2,0.0477,3.84,0
SME-140,1,36783.25,29507.2,0,0,0.0579,11.05,0
SME-140,2,42200.1,26781.72,0,0,0.0686,11.47,0
SME-140,3,33974.26,23944.94,2,0,0.0907,12.55,0
SME-140,4,38511.82,25227.06,4,2,0.088,11.25,0
SME-140,5,31489.45,22146.55,3,1,0.0839,11.93,0
SME-140,6,35220.41,24556.09,1,1,0.0818,12.52,0
SME-140,7,32568.52,22969.01,2,0,0.0474,11.09,0
SME-140,8,28846.42,22849.25,0,1,0.0812,12.41,0
SME-140,9,35711.18,29622.19,3,0,0.0867,12.91,0
SME-140,10,33139.64,23125.72,4,1,0.087,11.31,0
SME-140,11,35030.65,28858.19,0,2,0.0314,11.87,0
SME-140,12,28767.08,21404.95,1,0,0.0812,11.82,0
SME-141,1,23789.45,21585.3,1,0,0.0799,5.12,0
SME-141,2,22008.78,15541.75,1,0,0.0389,6.36,0
SME-141,3,29380.76,18417.11,0,1,0.1253,5.1,0
SME-141,4,21540.62,16817.06,1,2,0.1477,5.47,0
SME-141,5,20647.48,12784.75,0,1,0.1645,4.54,0
SME-141,6,18858.27,13464.42,0,0,0.0548,5.59,0
SME-141,7,22285.2,23312.91,1,0,0.0679,4.92,0
SME-141,8,23377.19,20543.76,0,1,0.0895,5.02,0
SME-141,9,28358.69,25351.09,0,0,0.1071,4.43,0
SME-141,10,25785.47,23476.05,1,0,0.0787,4.28,0
SME-141,11,24332.28,17883.27,2,0,0.0636,6.0,0
SME-141,12,20542.93,16162.87,1,1,0.0938,4.9,0
SME-142,1,12971.51,8780.76,1,2,0.1386,6.58,0
SME-142,2,16502.05,15026.66,2,2,0.1198,5.79,0
SME-142,3,16785.95,18537.56,3,0,0.1125,6.82,0
SME-142,4,20108.61,15760.2,1,0,0.092,5.15,0
SME-142,5,17715.71,13629.94,0,0,0.0769,5.42,0
SME-142,6,17260.37,14604.2,1,1,0.068,6.39,0
SME-142,7,19521.03,21078.25,3,1,0.0537,5.96,0
SME-142,8,19540.0,15878.75,3,0,0.057,5.81,0
SME-142,9,20424.15,19204.69,1,1,0.0212,6.06,0
SME-142,10,16928.27,13674.39,1,0,0.0783,6.24,0
SME-142,11,17491.35,16810.96,2,1,0.0838,6.27,0
SME-142,12,18043.74,15469.54,2,1,0.026,6.55,0
SME-143,1,35293.88,30956.99,4,1,0.159,9.13,0
SME-143,2,35177.1,31601.44,1,0,0.0017,8.34,0
SME-143,3,38062.43,32419.18,2,0,0.0369,8.33,0
SME-143,4,25114.14,24233.5,2,1,0.1693,9.0,0
SME-143,5,43007.7,37189.02,1,0,0.2132,9.31,0
SME-143,6,31987.34,30392.28,1,1,0.2209,9.57,0
SME-143,7,38250.5,32122.53,0,0,0.1196,8.37,0
SME-143,8,39647.15,36847.0,2,2,0.0909,8.79,0
SME-143,9,31646.23,28077.63,2,0,0.0956,10.14,0
SME-143,10,32358.78,29660.04,4,3,0.1046,9.18,0
SME-143,11,34580.32,32149.92,1,1,0.038,8.23,0
SME-143,12,32204.36,29034.28,0,1,0.0328,8.51,0
SME-144,1,34465.86,22899.15,2,1,0.0518,10.3,0
SME-144,2,45228.27,36026.23,3,0,0.135,10.99,0
SME-144,3,53493.71,51794.23,3,1,0.1755,11.26,0
SME-144,4,51435.42,49219.43,3,0,0.0702,10.14,0
SME-144,5,50433.13,34175.9,0,1,0.0246,10.41,0
SME-144,6,47942.76,38922.31,3,0,0.0294,10.73,0
SME-144,7,46838.77,33997.25,0,1,0.0311,10.49,0
SME-144,8,58948.61,50626.06,1,2,0.1067,10.65,0
SME-144,9,42019.8,31897.5,1,3,0.1445,10.65,0
SME-144,10,41788.76,37025.62,2,2,0.1689,10.05,0
SME-144,11,44926.88,40727.96,1,0,0.0333,10.97,0
SME-144,12,42650.29,26846.51,2,1,0.0307,10.92,0
SME-145,1,77695.14,68128.72,4,0,0.1748,13.93,0
SME-145,2,90611.91,91139.25,1,1,0.0767,13.54,0
SME-145,3,60540.05,53444.75,3,1,0.1615,13.01,0
SME-145,4,63165.6,66283.42,3,1,0.1904,14.35,0
SME-145,5,63582.79,52206.57,3,0,0.0216,14.13,0
SME-145,6,84267.74,68095.03,2,0,0.14,13.78,0
SME-145,7,66362.6,74231.5,0,0,0.1284,13.81,0
SME-145,8,77532.79,57923.99,4,1,0.0971,14.75,0
SME-145,9,70230.68,68090.04,1,0,0.0649,13.54,0
SME-145,10,91146.07,85345.01,2,0,0.1088,14.55,0
SME-145,11,91255.23,94288.92,3,0,0.1174,13.77,0
SME-145,12,83440.41,77004.77,2,0,0.0413,14.09,0
SME-146,1,49584.83,45193.72,3,0,0.1499,7.56,0
SME-146,2,39156.52,43807.95,0,1,0.1175,6.81,0
SME-146,3,41356.63,35487.55,3,1,0.1035,7.5,0
SME-146,4,47811.77,45595.07,3,2,0.0859,7.48,0
SME-146,5,42709.34,41480.94,4,2,0.0632,7.1,0
SME-146,6,50470.1,40343.37,0,0,0.0685,7.43,0
SME-146,7,38242.49,40107.59,3,2,0.1153,7.74,0
SME-146,8,37730.28,33402.52,3,1,0.1397,8.03,0
SME-146,9,34378.95,29649.65,2,0,0.0466,6.49,0
SME-146,10,37459.82,37402.66,1,0,0.0416,7.6,0
SME-146,11,36851.94,34751.25,4,0,0.0368,7.54,0
SME-146,12,49837.4,46231.75,4,2,0.1446,6.31,0
SME-147,1,36303.61,31810.89,3,0,0.0848,5.65,0
SME-147,2,48776.21,43087.96,2,0,0.1466,5.06,0
SME-147,3,24753.72,22642.08,0,1,0.2679,5.21,0
SME-147,4,36424.68,34960.87,2,0,0.2676,5.03,0
SME-147,5,48166.77,46100.56,1,1,0.2622,4.85,0
SME-147,6,37393.11,38727.58,0,2,0.1309,6.29,0
SME-147,7,35147.92,26930.61,2,0,0.1412,4.39,0
SME-147,8,48671.92,41885.16,4,2,0.1465,5.28,0
SME-147,9,46055.18,41110.04,2,0,0.1353,5.66,0
SME-147,10,39394.79,34008.34,1,0,0.0874,4.15,0
SME-147,11,39491.43,31265.41,2,1,0.0748,5.52,0
SME-147,12,53145.57,46258.05,3,1,0.1468,4.77,0
SME-148,1,51064.0,39604.9,2,1,0.0545,8.6,0
SME-148,2,50667.39,38967.21,2,0,0.0039,7.65,0
SME-148,3,37547.24,28747.41,1,0,0.1353,9.02,0
SME-148,4,40372.35,31551.31,0,0,0.1315,7.47,0
SME-148,5,52601.23,49413.52,2,0,0.1502,7.85,0
SME-148,6,50012.95,39701.73,0,3,0.1104,7.71,0
SME-148,7,49873.96,37083.39,2,1,0.0247,7.18,0
SME-148,8,50546.97,41844.61,2,4,0.0058,7.67,0
SME-148,9,55325.44,41056.02,0,0,0.0467,7.09,0
SME-148,10,49383.21,43595.48,3,1,0.0497,8.01,0
SME-148,11,46642.94,34523.79,1,0,0.0718,7.27,0
SME-148,12,44641.91,37446.31,2,1,0.0414,7.43,0
SME-149,1,31768.79,25762.63,2,0,0.1667,7.51,0
SME-149,2,22274.15,16644.7,0,1,0.1757,5.86,0
SME-149,3,18380.8,17572.17,1,1,0.2329,6.62,0
SME-149,4,22140.83,13925.18,1,0,0.0862,6.66,0
SME-149,5,29140.69,19289.82,3,1,0.192,7.46,0
SME-149,6,32847.31,29128.44,0,1,0.1583,7.06,0
SME-149,7,19832.68,11988.95,3,2,0.2007,6.26,0
SME-149,8,19785.85,17492.3,1,1,0.2544,7.13,0
SME-149,9,29657.32,20605.0,1,1,0.201,6.48,0
SME-149,10,26709.61,16984.89,1,0,0.163,7.05,0
SME-149,11,24000.23,16502.56,2,0,0.0862,6.7,0
SME-149,12,23379.84,20921.06,1,1,0.0585,6.47,0
SME-150,1,28267.01,21196.63,1,1,0.1417,11.12,0
SME-150,2,30063.08,15080.27,4,1,0.0308,11.67,0
SME-150,3,28041.47,23149.34,3,1,0.0314,11.41,0
SME-150,4,34334.77,22366.97,1,0,0.0851,11.94,0
SME-150,5,26383.55,19566.85,2,0,0.1158,11.04,0
SME-150,6,24884.61,18988.38,2,0,0.1453,11.31,0
SME-150,7,26119.11,18772.9,4,1,0.0253,11.88,0
SME-150,8,31405.07,24595.57,1,0,0.103,11.27,0
SME-150,9,23512.9,18835.58,0,1,0.1215,11.56,0
SME-150,10,29643.87,19230.72,4,0,0.12,11.8,0
SME-150,11,36146.61,22037.12,1,0,0.1733,10.53,0
SME-150,12,40645.11,28651.07,0,0,0.1273,11.42,0
SME-151,1,28550.51,23894.31,1,1,0.1354,8.44,0
SME-151,2,39695.19,30393.07,1,1,0.1633,8.94,0
SME-151,3,33186.64,21010.06,6,0,0.1352,9.6,0
SME-151,4,28528.85,22086.01,1,0,0.1355,9.31,0
SME-151,5,29621.07,19976.76,2,1,0.0653,7.92,0
SME-151,6,23033.44,25497.88,0,1,0.1065,7.92,0
SME-151,7,28647.05,27708.59,0,2,0.1071,8.53,0
SME-151,8,42657.92,32724.15,2,1,0.2624,9.37,0
SME-151,9,32646.79,23279.92,2,1,0.1701,9.78,0
SME-151,10,35775.08,22637.57,0,0,0.1129,9.57,0
SME-151,11,36272.56,34584.29,1,0,0.046,8.9,0
SME-151,12,31151.7,23764.69,1,1,0.067,10.19,0
SME-152,1,35739.78,30116.69,2,2,0.1099,10.16,0
SME-152,2,35162.27,26464.86,1,1,0.0081,10.01,0
SME-152,3,32771.78,29631.9,1,1,0.0372,9.15,0
SME-152,4,39487.36,26238.52,3,0,0.0776,9.84,0
SME-152,5,29714.09,19838.92,1,1,0.1201,10.59,0
SME-152,6,37251.65,25922.25,1,0,0.1178,8.62,0
SME-152,7,30616.66,24809.91,1,1,0.1033,9.57,0
SME-152,8,28395.49,22781.29,0,1,0.1172,10.85,0
SME-152,9,24598.99,18215.61,2,1,0.0891,10.02,0
SME-152,10,28319.38,18192.46,2,2,0.0654,8.81,0
SME-152,11,27988.24,21594.93,0,0,0.0623,10.2,0
SME-152,12,31602.14,20736.3,1,1,0.0557,9.77,0
SME-153,1,43499.44,39760.78,0,0,0.0793,9.05,0
SME-153,2,43056.13,36231.44,2,1,0.0051,9.71,0
SME-153,3,36549.97,27857.65,3,0,0.0774,10.05,0
SME-153,4,36114.3,35370.08,5,1,0.0823,9.11,0
SME-153,5,42867.06,27637.4,0,1,0.0801,9.15,0
SME-153,6,47947.38,46973.34,1,1,0.1146,9.24,0
SME-153,7,36367.46,37375.72,0,0,0.1118,8.85,0
SME-153,8,37429.79,28254.9,1,0,0.1288,9.02,0
SME-153,9,37008.67,29390.25,3,0,0.0118,9.49,0
SME-153,10,38591.84,36943.34,1,1,0.0178,10.23,0
SME-153,11,44393.72,34194.4,0,0,0.0794,10.06,0
SME-153,12,32283.1,29452.06,0,0,0.1287,10.47,0
SME-154,1,27202.73,23518.69,2,1,0.1277,4.68,0
SME-154,2,22600.29,14285.26,1,0,0.0924,5.16,0
SME-154,3,21824.15,15922.5,0,0,0.0994,5.06,0
SME-154,4,19984.54,14092.86,2,2,0.0511,4.81,0
SME-154,5,21282.45,16549.27,1,0,0.0367,5.63,0
SME-154,6,24504.75,20234.83,4,0,0.0867,5.84,0
SME-154,7,24044.71,23293.24,0,0,0.0611,5.0,0
SME-154,8,23387.7,17535.96,0,0,0.0191,5.81,0
SME-154,9,22405.41,17555.69,0,0,0.0289,5.56,0
SME-154,10,22076.02,17393.03,2,0,0.0246,5.21,0
SME-154,11,17387.11,12239.16,1,1,0.1111,6.03,0
SME-154,12,23773.47,19617.92,2,0,0.1281,5.61,0
SME-155,1,13018.77,13356.59,0,1,0.4206,1.76,1
SME-155,2,16283.52,17809.26,2,0,0.1114,2.6,1
SME-155,3,18602.36,21514.72,4,1,0.1434,1.13,1
SME-155,4,14129.58,16010.67,1,0,0.1118,1.25,1
SME-155,5,14643.23,17275.68,6,1,0.1266,2.35,1
SME-155,6,12129.72,12388.69,1,4,0.0795,2.78,1
SME-155,7,11092.97,14514.15,2,2,0.1357,1.87,1
SME-155,8,15293.45,17716.26,2,2,0.1692,1.68,1
SME-155,9,12146.83,14709.29,6,1,0.2124,0.2,1
SME-155,10,13376.77,14759.74,9,2,0.1886,0.34,1
SME-155,11,13185.88,13788.67,6,5,0.1138,1.8,1
SME-155,12,15097.04,15896.38,8,2,0.2023,0.57,1
SME-156,1,36506.71,32780.1,3,0,0.1312,6.31,0
SME-156,2,35034.51,32253.28,2,1,0.0206,5.97,0
SME-156,3,39400.76,34933.31,0,1,0.049,7.06,0
SME-156,4,40836.47,44836.06,1,1,0.0642,4.55,0
SME-156,5,33915.82,26732.58,2,0,0.0784,6.99,0
SME-156,6,28077.75,30352.62,2,0,0.1521,5.45,0
SME-156,7,28506.74,21998.67,1,1,0.0881,6.38,0
SME-156,8,26344.41,22450.29,1,0,0.0338,6.25,0
SME-156,9,30078.86,24594.99,3,0,0.0541,5.52,0
SME-156,10,37795.95,34937.2,0,0,0.1518,5.4,0
SME-156,11,25721.34,20658.0,3,2,0.16,6.61,0
SME-156,12,31364.72,29800.18,1,0,0.156,5.39,0
SME-157,1,16866.65,11640.88,2,0,0.0752,5.3,0
SME-157,2,17659.58,14836.71,1,1,0.023,6.48,0
SME-157,3,17507.89,13487.33,3,1,0.0198,5.78,0
SME-157,4,19510.56,14685.85,1,1,0.05,5.25,0
SME-157,5,18505.01,14939.45,1,0,0.0442,6.72,0
SME-157,6,15008.18,11757.96,2,1,0.1092,7.22,0
SME-157,7,15331.34,12693.81,1,1,0.0969,5.95,0
SME-157,8,17794.91,15022.08,2,0,0.0776,6.51,0
SME-157,9,16633.16,13406.93,2,0,0.0607,5.65,0
SME-157,10,17695.62,16055.13,2,1,0.0303,5.15,0
SME-157,11,13851.93,11841.78,3,0,0.1009,5.92,0
SME-157,12,15077.74,13666.51,0,1,0.1031,5.62,0
SME-158,1,40155.13,29683.52,0,0,0.1133,14.21,0
SME-158,2,41212.87,28386.29,2,1,0.013,13.36,0
SME-158,3,34629.74,25574.95,3,2,0.0747,13.97,0
SME-158,4,41319.8,29990.41,3,1,0.0801,13.61,0
SME-158,5,46570.13,46000.4,0,0,0.1196,13.24,0
SME-158,6,42310.84,31148.33,1,1,0.0525,13.0,0
SME-158,7,38383.55,29183.42,2,1,0.0788,13.05,0
SME-158,8,40493.9,27787.87,0,1,0.0397,13.11,0
SME-158,9,36282.18,30785.29,1,0,0.0448,13.86,0
SME-158,10,38603.69,34207.84,1,1,0.0448,13.37,0
SME-158,11,50277.46,35453.83,2,1,0.1468,13.19,0
SME-158,12,38217.88,24496.42,1,0,0.1321,13.22,0
SME-159,1,45564.23,39790.8,0,0,0.1456,12.76,0
SME-159,2,36901.06,36363.38,3,2,0.1051,12.63,0
SME-159,3,42667.54,35634.42,0,1,0.0863,13.45,0
SME-159,4,46031.69,42095.32,0,0,0.0901,13.96,0
SME-159,5,42629.04,36835.41,2,1,0.0364,13.55,0
SME-159,6,50719.68,32676.14,1,1,0.0714,13.73,0
SME-159,7,41434.09,29403.28,2,0,0.0918,12.91,0
SME-159,8,37016.68,27157.9,2,0,0.1326,11.84,0
SME-159,9,36905.09,35610.63,3,0,0.0549,13.41,0
SME-159,10,33214.43,22983.84,0,1,0.0495,12.63,0
SME-159,11,41339.37,35216.88,3,2,0.0894,13.51,0
SME-159,12,44237.49,32625.57,1,0,0.1178,12.44,0
SME-160,1,33160.78,29700.64,4,1,0.3601,5.24,1
SME-160,2,42644.95,33420.41,3,2,0.1251,5.58,1
SME-160,3,32313.85,27789.55,1,0,0.1299,4.86,1
SME-160,4,29118.96,28127.92,4,1,0.1664,5.67,1
SME-160,5,43050.22,36782.02,2,1,0.1711,3.85,1
SME-160,6,41044.98,40277.7,1,2,0.1629,5.49,1
SME-160,7,32874.14,25992.26,5,3,0.1347,5.59,1
SME-160,8,40339.47,46469.77,2,2,0.1265,4.89,1
SME-160,9,39159.61,36129.03,5,3,0.1317,5.2,1
SME-160,10,28911.96,30167.46,4,3,0.2319,4.52,1
SME-160,11,24538.56,22190.19,8,1,0.2872,4.4,1
SME-160,12,26829.0,32761.35,4,3,0.1906,3.77,1
SME-161,1,50606.17,38161.56,0,1,0.1257,5.0,0
SME-161,2,41772.71,32751.42,1,1,0.0956,4.45,0
SME-161,3,38502.62,47349.23,1,0,0.1172,5.45,0
SME-161,4,33205.85,31834.1,1,1,0.0933,3.99,0
SME-161,5,43316.53,48945.77,1,1,0.1077,4.28,0
SME-161,6,42669.2,40676.51,3,0,0.1163,4.6,0
SME-161,7,40354.39,39928.33,2,1,0.0302,4.07,0
SME-161,8,43114.46,40783.38,0,3,0.0288,5.14,0
SME-161,9,37573.87,33795.0,0,0,0.0561,3.58,0
SME-161,10,41912.6,40763.42,0,0,0.0582,4.7,0
SME-161,11,50894.36,44436.47,3,0,0.1276,5.11,0
SME-161,12,29994.69,28931.4,5,0,0.2091,4.28,0
SME-162,1,53631.65,46869.29,2,0,0.0933,5.91,0
SME-162,2,52813.47,37070.21,2,0,0.0077,6.74,0
SME-162,3,55033.02,52790.53,2,1,0.017,6.64,0
SME-162,4,49834.85,44165.36,3,1,0.0405,6.23,0
SME-162,5,59590.18,52238.39,2,2,0.0727,6.44,0
SME-162,6,65379.59,61849.42,2,0,0.1101,5.34,0
SME-162,7,52450.21,35801.05,2,3,0.0894,5.95,0
SME-162,8,57221.21,45653.88,2,0,0.0915,6.13,0
SME-162,9,49525.81,41251.91,2,0,0.0598,6.94,0
SME-162,10,53180.75,47914.48,1,0,0.059,6.07,0
SME-162,11,59718.66,52170.62,1,1,0.0779,6.52,0
SME-162,12,61175.41,54910.53,1,1,0.0599,6.08,0
SME-163,1,54502.71,43152.96,4,1,0.1002,9.67,0
SME-163,2,59098.1,50817.7,3,1,0.0405,9.86,0
SME-163,3,45029.29,36634.64,2,2,0.1108,8.72,0
SME-163,4,47970.04,39036.4,1,1,0.1195,9.4,0
SME-163,5,63799.45,44723.02,4,0,0.1577,8.79,0
SME-163,6,46743.09,38371.16,1,1,0.147,9.3,0
SME-163,7,64953.91,53840.18,0,2,0.1423,8.99,0
SME-163,8,58646.05,39548.02,3,0,0.133,8.5,0
SME-163,9,63950.77,45265.05,1,1,0.0443,9.09,0
SME-163,10,62281.53,55166.49,2,0,0.0359,8.76,0
